日期,台北市,新北市,基隆市,宜蘭縣,桃園市,新竹市,新竹縣,苗栗縣,台中市,彰化縣,南投縣,雲林縣,嘉義市,嘉義縣,台南市,高雄市,屏東縣,花蓮縣,台東縣,澎湖縣,連江縣,金門縣,境外移入
2022-04-01,19,51,35,5,22,1,2,0,2,3,0,0,0,0,0,6,0,4,1,0,0,1,144
2022-04-02,13,82,41,8,25,2,8,0,3,0,0,0,0,0,0,6,4,2,0,0,0,0,218
2022-04-03,22,43,33,5,16,2,11,0,1,0,0,0,0,0,0,1,1,2,0,0,0,1,129
2022-04-04,29,91,31,3,13,7,11,0,4,2,0,0,0,0,0,5,0,11,0,0,0,0,83
2022-04-05,41,95,28,5,10,8,14,1,2,3,0,0,0,2,4,34,1,5,1,0,0,0,82
2022-04-06,83,114,38,2,34,4,8,0,5,1,0,3,0,7,5,36,4,19,1,0,0,1,123
2022-04-07,61,156,31,5,30,5,10,3,5,1,0,3,0,1,7,50,6,25,1,0,0,0,115
2022-04-08,74,139,40,6,41,3,6,3,7,3,0,1,2,7,6,30,9,20,0,0,0,0,111
2022-04-09,67,125,28,15,42,6,14,0,7,0,2,2,6,3,17,25,22,13,0,0,0,0,182
2022-04-10,97,173,35,12,36,10,13,4,9,3,0,6,1,5,4,30,18,24,2,0,0,0,136
2022-04-11,101,154,38,9,30,6,16,2,21,3,1,2,0,4,9,49,12,28,1,0,0,0,179
2022-04-12,142,254,57,11,75,15,22,3,26,7,1,1,3,3,11,63,19,44,2,0,0,0,165
2022-04-13,147,360,59,14,94,9,21,3,26,2,2,0,2,1,18,45,4,54,3,0,0,1,101
2022-04-14,145,344,45,35,153,15,14,7,31,4,2,3,2,3,20,50,19,143,20,0,0,0,97
2022-04-15,185,407,93,39,264,15,15,17,38,16,4,3,1,1,32,58,15,56,11,0,0,0,68
2022-04-16,222,421,102,54,193,9,7,5,24,7,3,7,2,1,11,41,15,121,18,0,0,0,187
2022-04-17,246,517,106,57,187,15,15,6,40,4,7,5,0,10,18,26,18,57,16,1,0,0,81
2022-04-18,284,559,162,64,199,23,17,11,50,8,2,7,2,3,41,50,17,73,6,1,3,0,56
2022-04-19,399,772,193,85,348,21,26,12,69,17,15,15,3,0,33,106,26,88,5,1,3,0,125
2022-04-20,618,"1,015",204,79,394,24,39,16,134,35,10,39,6,4,33,68,36,90,24,0,2,0,74
2022-04-21,753,"1,298",258,87,396,25,46,27,177,50,10,52,2,5,62,121,20,100,38,2,1,5,126
2022-04-22,831,"1,511",221,96,704,36,64,30,187,32,22,50,8,7,44,96,27,129,26,1,1,2,99
2022-04-23,980,"1,742",292,119,992,44,54,20,154,48,11,28,18,13,42,135,36,171,36,1,2,5,113
2022-04-24,999,"2,066",364,320,797,43,73,27,193,50,17,27,9,13,70,153,36,162,25,1,2,1,90
2022-04-25,"1,471","2,268",425,127,"1,164",62,102,34,284,81,13,29,7,28,89,198,76,215,40,3,0,9,72
2022-04-26,"1,811","3,329",476,130,"1,446",82,110,54,356,89,32,60,14,24,169,269,63,248,20,11,3,11,105
2022-04-27,"2,335","4,651",493,167,"1,480",105,118,59,629,88,43,78,24,28,183,343,96,308,74,4,6,3,165
2022-04-28,"2,570","4,272",600,160,"1,996",100,162,58,590,179,56,89,35,25,217,393,112,278,52,7,4,3,129
2022-04-29,"3,002","5,945",718,291,"2,213",117,184,82,764,137,47,138,36,79,253,469,129,334,51,5,5,15,250
2022-04-30,"3,983","6,059",816,301,"2,758",148,184,78,822,198,72,144,30,44,289,443,188,276,72,9,3,13,202
2022-05-01,"3,459","7,235",884,378,"2,740",73,222,92,849,192,79,138,66,78,375,681,273,392,81,14,5,12,59
2022-05-02,"4,412","8,539","1,217",392,"3,431",157,317,142,"1,207",198,61,238,78,89,451,818,275,422,94,14,8,5,45
2022-05-03,"5,098","10,632","1,008",467,"4,811",181,524,197,"1,711",295,124,244,79,138,739,"1,043",412,434,111,23,6,11,54
2022-05-04,"6,040","10,637",924,623,"4,899",200,558,183,"1,842",344,148,216,97,122,771,"1,182",408,559,128,30,3,18,75
2022-05-05,"7,297","12,512","1,453",621,"6,298",352,559,260,"1,926",396,156,350,113,137,866,"1,785",411,379,156,26,9,4,35
2022-05-06,"8,174","16,343","1,553",763,"6,908",473,753,324,"2,535",469,208,358,109,189,"1,264","2,184",547,794,234,59,17,12,133
2022-05-07,"7,486","18,909","1,321",820,"5,490",514,710,352,"2,367",494,249,348,123,211,"1,206","2,072",657,574,196,26,14,20,82
2022-05-08,"6,443","15,009","1,490",963,"6,356",331,766,322,"2,126",471,199,360,141,177,"1,331","1,981",712,719,265,59,5,10,39
2022-05-09,"7,756","12,681","1,506",827,"5,940",534,626,323,"2,229",566,189,467,107,171,"1,401","2,067",596,570,166,43,0,16,32
2022-05-10,"9,421","25,884","2,123","1,320","11,101","1,101","1,769",751,"4,498",991,415,562,274,323,"2,135","3,729","1,129","1,033",347,94,13,27,42
2022-05-11,"9,823","25,318","1,850","1,093","10,166",821,"1,350",732,"3,770",935,364,558,179,353,"2,187","3,324",943,"1,168",322,62,4,55,69
2022-05-12,"10,893","23,537","2,020","1,359","9,518",579,"1,637",717,"3,696","1,104",314,552,241,297,"2,232","3,757","1,071",963,333,86,16,38,21
2022-05-13,"8,877","22,446","1,914","1,683","9,533","1,263","1,696",624,"4,350","1,056",415,604,231,391,"2,456","3,888","1,019",827,367,76,10,105,46
2022-05-14,"10,834","24,068","2,136","1,819","9,700","1,369","1,926",837,"4,002","1,326",470,631,208,382,"2,325","3,985","1,171",987,282,73,3,111,76
2022-05-15,"8,621","21,054","1,705","1,567","8,702",852,"1,648",979,"4,421","1,312",476,597,266,395,"2,461","4,340",974,761,334,92,7,112,41
2022-05-16,"9,081","19,152","1,921","1,450","10,187","1,143","2,215","1,099","4,720","1,563",616,574,378,537,"2,701","5,070","1,430","1,137",369,112,13,70,63
2022-05-17,"10,960","28,482","2,405","1,835","9,538","1,296","2,390","1,069","6,741","1,881",701,899,394,602,"3,883","6,961","1,928","1,292",613,143,12,120,24
2022-05-18,"11,247","26,421","2,557","2,061","14,018","1,896","2,811","1,461","7,495","2,188",950,"1,014",491,628,"4,646","6,825","2,004","1,264",637,144,21,119,52
2022-05-19,"10,342","24,529","2,042","2,193","11,741","1,696","2,819","1,265","7,194","2,187",743,965,382,672,"4,652","7,716","2,154","1,137",610,122,7,94,45
2022-05-20,"9,830","24,321","1,735","1,942","10,504","1,556","2,519","1,584","7,883","2,769",945,"1,136",529,765,"4,528","7,845","2,131","1,235",539,145,1,104,49
2022-05-21,"8,909","21,541","1,784","1,712","11,325","1,626","2,376","1,646","7,130","2,312",896,916,461,730,"4,543","7,492","2,081","1,112",504,121,59,112,58
2022-05-22,"6,629","16,232","1,431","1,424","8,779","1,298","1,939","1,146","7,118","1,997",853,763,337,575,"4,453","7,430","1,890","1,066",515,138,34,119,24
2022-05-23,"7,927","17,356","1,874","2,071","10,618","1,628","2,246","1,598","9,083","4,023","1,206","1,177",574,883,"5,477","9,765","2,495","1,388",877,160,30,92,88
2022-05-24,"8,208","22,460","1,760","1,649","10,492","1,788","2,674","1,817","9,815","3,383","1,239","1,366",554,"1,036","5,819","10,011","2,774","1,588",690,144,24,98,21
2022-05-25,"8,239","18,560","1,661","2,009","9,554","1,686","2,345","1,702","9,967","3,186",997,"1,091",518,929,"5,786","8,861","2,479","1,299",680,145,15,114,59
2022-05-26,"8,469","20,587","2,021","1,658","10,005","2,184","2,788","2,209","11,512","4,099","1,285","1,703",660,"1,012","7,231","11,707","2,569","1,391",811,126,23,65,35
2022-05-27,"7,242","17,008","1,424","1,773","8,967","1,765","2,622","1,973","9,061","3,489",973,"1,470",594,966,"6,566","10,064","2,417","1,315",718,127,81,132,52
2022-05-28,"6,649","15,700","1,229","1,473","9,407","1,697","2,047","1,650","8,923","3,813",980,"1,085",530,960,"5,777","9,986","2,362","1,141",814,133,28,103,64
2022-05-29,"5,031","11,346","1,038",925,"6,492","1,134","1,958","1,622","7,647","3,102",882,"1,137",439,749,"4,151","8,697","1,983",934,565,85,18,68,57
2022-05-30,"5,957","15,244","1,623","1,585","7,839","1,761","2,124","1,901","10,661","4,610","1,386","1,553",815,"1,117","6,391","10,930","2,712","1,275",789,194,9,106,71
2022-05-31,"6,658","15,687","1,401","1,535","9,586","2,027","2,576","1,960","11,674","4,794","1,491","1,883",721,"1,187","7,492","11,997","2,907","1,483",856,145,50,72,24
2022-06-01,"5,454","13,508","1,179","1,397","7,915","1,624","2,381","1,544","10,749","4,478","1,341","1,408",769,"1,132","5,960","11,001","2,566","1,239",832,154,25,81,46
2022-06-02,"5,248","12,535","1,258","1,494","7,503","1,660","2,199","1,823","10,633","4,446","1,463","1,482",749,"1,151","6,360","11,312","2,730","1,249",863,169,34,107,47
2022-06-03,"4,467","10,494","1,009","1,201","7,153","1,572","2,007","1,710","9,524","4,376","1,320","1,404",760,"1,117","5,403","10,083","2,529","1,001",627,137,24,153,33
2022-06-04,"3,782","9,617",692,"1,210","6,040","1,293","1,542","1,497","8,804","4,139","1,203","1,393",580,"1,044","5,306","9,610","2,358",983,688,146,13,109,30
2022-06-05,"3,196","8,150","1,051",821,"5,343","1,050","1,547","1,353","7,111","3,670","1,153","1,172",561,864,"4,288","7,843","2,028",938,511,146,42,121,31
2022-06-06,"5,021","12,168","1,121","1,534","6,907","1,556","1,757","1,973","12,601","5,602","1,954","1,850","1,067","1,612","7,212","13,228","3,180","1,398",791,232,10,130,54
2022-06-07,"4,695","12,139","1,076","1,356","8,391","1,860","2,334","1,675","11,665","5,381","1,726","1,752",874,"1,330","6,777","11,716","2,934","1,212",874,247,57,60,29
2022-06-08,"4,313","10,940",935,"1,226","6,563","1,603","1,791","1,704","10,664","5,097","1,493","1,719",928,"1,417","6,020","11,527","2,827","1,117",704,182,3,103,46
2022-06-09,"4,203","9,559",933,"1,211","6,350","1,335","1,779","1,465","10,180","4,947","1,541","1,483",732,"1,254","5,996","10,515","2,694","1,048",751,176,22,104,36
2022-06-10,"3,310","7,142",705,798,"4,378",989,"1,163","1,090","7,679","3,971","1,052","1,254",578,"1,000","4,529","9,230","2,170",740,554,153,17,66,36
2022-06-11,"4,328","10,380",984,"1,379","7,021","1,666","1,854","1,846","11,532","6,216","1,836","1,846",966,"1,618","7,021","11,877","2,934",969,854,238,31,125,43
2022-06-12,"2,674","5,889",547,691,"4,223",833,"1,178","1,105","6,680","3,491","1,054","1,028",534,802,"3,819","7,413","1,765",668,438,168,12,44,29
2022-06-13,"3,521","8,409",838,"1,262","5,075","1,219","1,615","1,617","10,305","5,053","1,714","1,861",892,"1,424","6,031","10,262","2,975",954,763,182,16,100,70
2022-06-14,"3,791","8,855",847,"1,170","6,080","1,289","1,539","1,640","10,815","5,448","1,528","1,691",763,"1,240","6,710","10,635","2,884",893,744,223,28,94,26
2022-06-15,"3,449","7,880",822,"1,122","5,273","1,301","1,434","1,529","9,667","5,042","1,489","1,591",742,"1,338","5,998","9,857","2,765",870,628,211,13,109,54
2022-06-16,"3,174","7,040",688,951,"4,480","1,022","1,223","1,282","8,422","4,204","1,366","1,435",735,"1,054","5,293","8,764","2,430",727,532,207,35,99,75
2022-06-17,"3,022","6,685",681,923,"4,655",913,"1,226","1,264","8,046","4,152","1,271","1,528",737,"1,108","5,178","8,195","2,310",781,581,201,23,120,66
2022-06-18,"2,915","6,328",677,943,"4,116","1,020","1,210","1,066","7,948","3,681","1,286","1,300",662,"1,032","5,024","7,879","2,057",639,456,198,15,86,77
2022-06-19,"2,151","4,331",450,560,"3,121",669,952,905,"5,395","2,923",922,"1,059",427,661,"2,992","5,638","1,385",553,288,136,15,51,36
2022-06-20,"3,168","7,098",593,851,"3,856",933,"1,065","1,374","8,440","4,512","1,542","1,802",946,"1,404","5,389","8,771","2,725",782,675,235,28,122,67
2022-06-21,"3,180","6,654",702,934,"4,601","1,106","1,349","1,147","7,997","3,815","1,246","1,596",772,"1,034","4,674","7,508","2,293",725,507,209,38,101,35
2022-06-22,"3,076","6,523",575,818,"4,058",955,"1,156","1,098","7,131","3,522","1,200","1,322",705,"1,073","4,312","7,257","2,056",650,401,220,14,131,73
2022-06-23,"2,850","6,048",562,737,"3,991",867,"1,016","1,008","6,811","3,245","1,178","1,388",588,897,"4,258","6,819","1,975",655,431,170,36,121,90
2022-06-24,"2,469","5,402",530,687,"3,243",801,"1,027",970,"6,135","2,997",972,"1,304",605,814,"3,490","5,944","1,635",578,406,170,22,74,107
2022-06-25,"2,429","5,522",491,761,"3,796",850,"1,000",879,"5,623","2,705",920,"1,130",547,762,"3,675","5,756","1,499",563,358,181,21,110,60
2022-06-26,"1,830","3,829",364,484,"2,766",590,758,778,"4,071","1,988",620,860,351,595,"2,408","4,208","1,062",451,253,140,16,51,95
2022-06-27,"2,747","5,970",492,832,"3,502",786,"1,076","1,125","6,474","3,321","1,072","1,409",649,"1,073","4,027","6,331","1,877",643,535,200,22,190,51
2022-06-28,"2,982","6,075",531,781,"3,992",892,"1,028",982,"6,224","2,697",910,"1,134",590,843,"3,814","5,524","1,610",705,500,159,22,99,92
2022-06-29,"2,773","5,638",490,694,"3,683",787,924,900,"5,719","2,526",920,"1,078",516,812,"3,239","5,327","1,453",640,453,140,12,96,98
2022-06-30,"2,495","5,316",446,615,"3,388",707,917,842,"5,249","2,331",782,968,486,729,"3,033","4,779","1,297",590,415,172,30,88,100
2022-07-01,"2,337","4,981",393,658,"3,451",750,907,893,"5,047","2,153",729,"1,039",455,755,"2,900","4,738","1,219",584,432,156,23,125,79
2022-07-02,"2,419","5,041",464,732,"3,159",774,902,754,"4,502","1,980",698,853,395,674,"2,797","4,243","1,142",449,312,165,28,88,115
2022-07-03,"1,721","3,633",247,466,"2,448",488,633,611,"3,287","1,295",488,614,213,439,"1,762","2,964",817,436,235,136,18,83,73
2022-07-04,"2,691","5,276",399,786,"3,144",657,905,963,"5,025","2,251",801,"1,074",563,850,"2,986","4,651","1,370",604,479,187,45,195,101
2022-07-05,"2,738","5,650",446,765,"3,714",754,919,854,"4,789","1,809",702,874,403,687,"2,750","3,970","1,233",600,478,183,33,127,78
2022-07-06,"2,576","5,452",465,672,"3,115",582,777,788,"4,155","1,772",633,811,347,658,"2,363","3,763","1,106",592,379,167,19,152,98
2022-07-07,"2,490","4,943",431,671,"3,196",666,778,807,"3,918","1,649",681,878,361,606,"2,278","3,622","1,063",538,375,170,19,156,163
2022-07-08,"2,245","4,409",397,685,"2,817",546,766,689,"3,683","1,515",562,804,341,652,"2,147","3,412","1,077",521,394,172,26,150,104
2022-07-09,"2,352","4,778",421,702,"2,941",646,730,698,"3,596","1,378",562,657,287,502,"2,211","3,227",939,463,331,122,23,135,137
2022-07-10,"1,595","3,187",222,456,"2,111",398,533,452,"2,632","1,070",377,557,202,357,"1,337","2,169",596,353,208,108,23,94,80
2022-07-11,"2,518","5,079",402,755,"2,868",515,735,909,"4,070","1,602",615,998,412,791,"2,449","3,847","1,074",558,507,162,44,205,147
2022-07-12,"2,815","5,135",429,646,"3,273",677,741,796,"3,968","1,433",536,754,315,562,"2,143","3,351","1,001",492,424,129,36,171,65
2022-07-13,"2,477","4,927",463,639,"2,823",634,800,669,"3,672","1,364",495,720,312,546,"1,965","3,136",849,436,347,137,23,144,87
2022-07-14,"2,315","4,429",353,552,"2,716",560,677,674,"3,338","1,243",445,726,253,484,"1,775","2,809",778,421,329,148,23,142,88
2022-07-15,"2,140","4,544",420,622,"2,685",498,667,695,"3,251","1,210",449,686,327,503,"1,784","2,892",833,438,286,133,24,145,46
2022-07-16,"2,230","4,322",388,626,"2,606",604,667,654,"3,091","1,155",422,597,219,394,"1,716","2,704",712,429,286,126,29,211,7
2022-07-17,"1,551","3,041",237,394,"1,907",395,563,478,"2,252",859,338,464,230,334,"1,258","2,044",474,315,198,92,23,88,570
2022-07-18,"2,686","4,589",417,696,"2,461",554,733,663,"3,437","1,236",506,764,337,559,"1,799","3,144",903,546,337,134,21,225,368
2022-07-19,"2,638","4,769",412,653,"3,007",645,782,746,"3,425","1,192",428,671,295,508,"1,856","2,912",755,550,353,126,31,153,257
2022-07-20,"2,537","4,514",390,535,"2,514",591,703,626,"3,178","1,104",444,622,249,522,"1,906","2,746",701,412,311,145,21,117,263
2022-07-21,"2,269","4,273",348,588,"2,553",569,666,631,"2,887","1,031",436,565,289,445,"1,826","2,690",684,486,285,111,24,142,281
2022-07-22,"2,130","3,817",337,582,"2,304",553,640,571,"2,938","1,033",418,569,278,441,"1,635","2,458",654,467,250,111,28,119,247
2022-07-23,"1,979","4,021",324,548,"2,251",518,666,542,"2,659",968,350,523,236,423,"1,700","2,352",566,374,208,75,19,142,274
2022-07-24,"1,565","3,134",230,364,"1,839",329,504,472,"2,090",794,327,408,171,326,"1,332","1,908",433,311,159,110,16,93,207
2022-07-25,"2,304","4,188",381,641,"2,225",491,603,722,"3,146","1,211",468,739,347,553,"1,926","2,805",787,544,300,135,15,234,287
2022-07-26,"2,368","4,736",357,600,"2,666",610,724,730,"3,200","1,161",419,602,312,487,"1,976","2,857",702,463,273,137,8,118,169
2022-07-27,"2,304","4,361",438,521,"2,404",564,712,704,"2,972","1,066",445,576,262,423,"1,836","2,508",644,456,267,142,21,172,149
2022-07-28,"2,088","4,244",325,507,"2,408",558,687,619,"2,731","1,088",362,612,301,433,"1,844","2,477",667,454,263,123,11,152,305
2022-07-29,"1,860","3,945",306,424,"2,174",571,609,598,"2,783","1,032",320,517,231,347,"1,665","2,316",563,427,273,149,18,125,228
2022-07-30,"1,901","3,844",334,408,"2,267",518,646,540,"2,621",979,363,481,265,411,"1,581","2,142",580,398,251,146,11,130,243
2022-07-31,"1,452","2,985",245,356,"1,840",381,502,539,"2,013",710,322,426,196,321,"1,252","1,760",397,297,172,103,10,72,231
2022-08-01,"2,102","4,109",333,455,"2,061",481,671,711,"2,993","1,139",410,682,334,462,"1,986","2,595",710,424,296,134,16,177,256
2022-08-02,"2,243","4,579",402,510,"2,573",645,738,686,"3,017",937,409,581,311,430,"1,850","2,360",592,353,245,122,11,116,199
2022-08-03,"2,249","4,500",334,420,"2,334",576,737,589,"2,845","1,036",397,576,245,384,"1,715","2,306",544,413,258,96,4,111,251
2022-08-04,"2,203","4,138",341,470,"2,290",519,633,598,"2,673",919,376,532,252,361,"1,649","2,154",556,416,219,106,9,128,289
2022-08-05,"2,046","3,798",327,432,"2,155",449,642,564,"2,356",817,328,550,218,376,"1,415","2,013",534,294,199,123,6,96,212
2022-08-06,"2,142","4,187",380,432,"2,339",558,695,618,"2,689",958,388,464,223,392,"1,656","2,103",580,373,217,164,3,107,273
2022-08-07,"1,371","2,956",271,277,"1,718",335,507,438,"1,881",682,283,410,150,285,"1,124","1,519",348,289,139,93,2,113,208
2022-08-08,"2,448","4,360",343,465,"2,162",521,603,721,"3,076","1,083",396,698,266,492,"1,798","2,402",612,401,267,188,7,125,211
2022-08-09,"2,423","4,621",387,537,"2,669",628,736,742,"2,998",999,393,506,239,375,"1,653","2,187",530,412,220,246,13,130,140
2022-08-10,"2,376","4,597",354,455,"2,570",569,700,679,"2,837",904,396,564,223,354,"1,547","2,132",543,377,173,114,10,149,254
2022-08-11,"2,283","4,522",347,491,"2,444",485,660,729,"2,668",958,357,488,209,306,"1,490","1,883",509,391,193,201,6,129,225
2022-08-12,"2,319","4,261",344,435,"2,332",526,662,621,"2,556",921,350,476,211,370,"1,505","1,832",448,306,222,229,13,95,230
2022-08-13,"2,262","4,509",419,491,"2,332",536,571,538,"2,484",849,306,520,171,308,"1,370","1,848",431,346,179,203,3,103,287
2022-08-14,"1,675","3,225",227,344,"1,987",369,503,527,"1,885",680,275,340,123,222,933,"1,349",320,278,120,95,7,94,194
2022-08-15,"2,464","4,768",343,569,"2,212",567,593,784,"2,725","1,085",390,554,276,434,"1,596","2,095",543,435,217,121,10,93,272
2022-08-16,"2,911","5,278",404,544,"2,786",739,738,648,"2,999",926,424,511,207,338,"1,615","2,142",583,461,233,74,10,56,205
2022-08-17,"2,701","4,910",419,525,"2,575",629,721,643,"2,789",901,367,519,243,384,"1,457","1,910",520,439,203,111,6,91,335
2022-08-18,"2,626","4,959",357,544,"2,624",619,708,607,"2,727",894,327,483,189,300,"1,358","1,885",494,373,222,115,10,108,259
2022-08-19,"2,524","4,656",374,548,"2,470",622,640,561,"2,715",908,410,500,196,294,"1,296","1,848",524,420,198,75,14,99,234
2022-08-20,"2,481","5,104",433,514,"2,458",665,658,637,"2,564",788,379,463,178,315,"1,298","1,893",531,343,194,122,7,90,256
2022-08-21,"1,882","3,595",295,312,"2,122",478,534,493,"1,876",650,268,341,166,263,"1,053","1,387",368,275,160,75,3,64,240
2022-08-22,"3,072","5,480",423,636,"2,702",667,716,759,"3,041","1,050",451,659,295,421,"1,598","2,307",644,502,303,140,24,163,287
2022-08-23,"3,191","6,548",485,603,"3,317",892,840,737,"3,422","1,046",400,565,200,427,"1,624","2,488",591,463,302,133,1,89,170
2022-08-24,"3,278","6,141",534,580,"2,925",724,833,702,"3,019","1,026",387,591,231,421,"1,673","2,265",563,525,251,133,6,102,308
2022-08-25,"2,905","5,879",507,599,"2,957",790,868,755,"3,038","1,044",391,564,254,393,"1,576","2,203",601,522,258,133,50,93,349
2022-08-26,"3,086","5,706",447,553,"2,959",748,769,647,"2,990",930,392,513,244,378,"1,483","2,182",573,500,264,117,21,87,279
2022-08-27,"3,104","5,981",516,559,"2,942",837,807,662,"3,106","1,068",352,481,254,417,"1,632","2,217",562,505,228,101,14,80,314
2022-08-28,"2,381","4,240",388,408,"2,479",636,820,517,"2,278",804,312,380,195,287,"1,172","1,593",447,431,155,125,32,62,285
2022-08-29,"3,723","6,940",505,665,"3,180",681,831,875,"3,778","1,273",480,721,373,501,"1,949","2,731",728,571,344,143,20,136,299
2022-08-30,"4,143","7,952",693,598,"3,795","1,063","1,074",877,"4,159","1,334",454,647,292,440,"2,089","2,761",731,631,328,168,27,96,219
2022-08-31,"4,150","7,708",627,601,"3,555",990,"1,106",919,"4,019","1,439",567,638,349,504,"1,975","2,856",707,606,236,138,18,120,240
2022-09-01,"4,109","7,481",612,660,"3,793",944,"1,062",879,"4,003","1,360",477,665,346,458,"1,934","2,733",736,651,235,176,23,108,334
2022-09-02,"3,932","7,224",588,643,"3,699",986,"1,131",800,"3,860","1,241",451,744,306,459,"1,948","2,615",740,627,210,158,19,120,280
2022-09-03,"4,104","7,923",778,710,"3,909","1,065","1,071",793,"4,025","1,346",500,587,304,455,"1,926","2,731",747,627,249,147,16,88,229
2022-09-04,"2,949","5,513",439,474,"2,891",629,872,598,"2,577",944,324,455,200,334,"1,294","1,976",562,449,191,112,24,96,171
2022-09-05,"4,451","8,152",671,856,"3,564",921,"1,065",922,"4,610","1,451",570,790,366,525,"2,056","3,087",923,766,318,166,22,114,300
2022-09-06,"5,419","9,546",857,815,"4,675","1,263","1,317","1,005","5,041","1,473",598,699,348,529,"2,156","3,026",876,776,304,148,16,89,266
2022-09-07,"4,340","8,140",715,725,"4,026",910,"1,219",762,"4,375","1,330",445,642,298,449,"1,817","2,711",745,657,278,123,23,85,278
2022-09-08,"4,288","7,742",709,718,"3,837",944,"1,090",868,"4,038","1,316",517,674,305,499,"1,799","2,678",828,655,252,116,18,105,235
2022-09-09,"4,359","7,926",738,911,"3,805",842,"1,038",818,"4,603","1,534",665,716,328,478,"1,880","2,943",823,668,238,106,15,125,233
2022-09-10,"3,734","6,719",700,716,"3,455",834,983,780,"4,349","1,411",538,691,289,442,"1,676","2,827",704,534,261,89,9,83,273
2022-09-11,"2,894","5,406",500,615,"2,720",644,831,547,"2,988","1,273",588,509,236,344,"1,460","2,209",686,471,198,93,14,108,227
2022-09-12,"5,440","10,043",929,"1,048","4,526",971,"1,383","1,162","6,135","2,083",900,"1,068",545,793,"2,821","4,247","1,202",815,356,166,25,103,237
2022-09-13,"5,695","10,940",967,"1,182","5,445","1,378","1,544","1,100","6,554","2,044",860,"1,000",443,671,"2,709","4,338","1,206",758,373,128,29,129,165
2022-09-14,"5,264","10,066",978,"1,046","4,775","1,215","1,305","1,066","5,958","1,971",815,920,432,688,"2,505","3,920","1,056",710,278,121,19,107,199
2022-09-15,"4,786","9,164",814,955,"4,481",995,"1,277",996,"5,355","1,791",754,842,358,583,"2,383","3,591","1,030",658,311,125,16,117,238
2022-09-16,"4,585","8,772",801,"1,013","4,312",971,"1,095",871,"5,078","1,667",760,832,349,549,"2,189","3,303",959,708,315,108,16,98,228
2022-09-17,"4,366","8,908",883,"1,002","4,131","1,069","1,164",853,"5,023","1,747",775,806,407,564,"2,199","3,354",926,636,274,96,19,85,230
2022-09-18,"3,176","6,194",583,552,"3,395",699,927,710,"3,569","1,431",557,598,253,344,"1,458","2,287",630,446,189,98,26,61,236
2022-09-19,"5,102","9,650",822,"1,169","4,106",940,"1,208","1,090","5,959","2,159",988,"1,013",470,739,"2,659","3,952","1,081",734,359,113,36,125,230
2022-09-20,"5,564","10,603",969,"1,122","5,185","1,243","1,409","1,085","6,053","2,032",815,951,419,635,"2,462","3,803",946,723,371,105,19,111,221
2022-09-21,"4,870","9,382",838,970,"4,553","1,091","1,177",936,"5,548","1,953",800,927,394,605,"2,316","3,687",937,656,341,101,21,78,241
2022-09-22,"4,505","8,784",656,867,"4,142",952,"1,086",898,"5,239","1,919",726,861,420,657,"2,324","3,654",947,568,328,76,26,100,251
2022-09-23,"4,290","8,014",687,892,"4,177",986,"1,075",888,"4,783","1,848",766,881,427,690,"2,140","3,641",885,525,300,95,18,104,211
2022-09-24,"4,263","8,296",744,926,"4,103","1,048","1,046",845,"5,094","1,950",696,769,371,546,"2,331","3,899",901,463,275,81,16,91,192
2022-09-25,"3,179","5,815",499,577,"3,154",666,933,669,"3,707","1,512",644,602,290,465,"1,673","2,635",704,399,215,60,10,65,264
2022-09-26,"4,959","9,407",775,"1,089","4,226","1,049","1,235","1,075","6,230","2,274",937,"1,147",508,826,"2,926","4,436","1,183",639,375,113,26,115,237
2022-09-27,"5,404","10,482",856,"1,038","5,478","1,242","1,377","1,155","6,307","2,179",930,985,446,831,"2,822","4,610","1,122",590,313,105,8,102,186
2022-09-28,"4,871","9,442",817,942,"4,838","1,132","1,221","1,045","5,905","2,217",835,955,487,711,"2,789","4,295","1,054",600,280,86,13,86,206
2022-09-29,"4,602","9,121",736,"1,012","4,577","1,081","1,236","1,061","5,812","2,167",790,955,446,630,"2,686","4,185","1,043",539,352,114,14,90,211
2022-09-30,"4,693","8,999",745,945,"4,722",995,"1,312","1,046","5,816","2,177",709,912,461,620,"2,719","4,094",971,599,304,84,15,81,43
2022-10-01,"4,708","9,091",790,"1,122","4,631","1,090","1,246",997,"5,531","2,266",627,876,395,732,"2,885","4,137","1,028",541,354,64,14,83,61
2022-10-02,"3,518","6,967",526,695,"3,918",765,"1,084",900,"4,343","1,685",549,689,281,487,"2,067","3,264",726,499,195,108,18,68,51
2022-10-03,"5,097","9,943",708,"1,131","4,833",990,"1,300","1,274","6,638","2,572",820,"1,171",598,939,"3,582","5,196","1,232",709,436,142,34,104,62
2022-10-04,"6,148","11,605","1,042","1,192","6,068","1,307","1,496","1,347","7,070","2,668",754,"1,178",524,878,"3,466","5,445","1,207",750,432,114,26,91,48
2022-10-05,"5,149","9,500",852,"1,100","4,960",918,"1,185","1,149","5,937","2,298",724,997,448,774,"3,290","4,744","1,155",602,353,117,22,103,58
2022-10-06,"5,318","10,629",824,"1,180","5,492","1,019","1,356","1,299","6,312","2,677",782,"1,078",506,812,"3,396","5,209","1,271",687,394,135,22,115,62
2022-10-07,"4,793","9,046",847,"1,059","4,588",982,"1,189","1,159","5,460","2,243",700,"1,050",460,740,"3,117","4,720","1,133",655,283,129,16,73,56
